28,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000028.png,2,4,4.0,0.75
29,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000029.png,2,4,4.0,0.75
30,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000030.png,2,1,1.0,0.75
31,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000031.png,2,4,4.0,0.75
32,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000032.png,2,4,4.0,0.75
33,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000033.png,2,4,4.0,0.75
34,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000034.png,2,4,4.0,0.75
35,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000035.png,2,4,4.0,0.75
36,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000036.png,2,4,4.0,0.75
37,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000037.png,2,4,4.0,0.75
38,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000038.png,2,4,4.0,0.75
39,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000039.png,2,4,4.0,0.75
40,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000040.png,2,2,2.0,0.75
41,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000041.png,2,4,4.0,0.75
42,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000042.png,2,4,4.0,0.75
43,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000043.png,2,4,4.0,0.75
44,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000044.png,2,3,3.0,0.75
45,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000045.png,2,4,4.0,0.75
46,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000046.png,2,5,5.0,0.75
47,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000047.png,2,7,7.0,0.75
48,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000048.png,2,4,4.0,0.75
49,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000049.png,2,4,4.0,0.75
50,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000050.png,2,4,4.0,0.75
51,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000051.png,2,4,4.0,0.75
52,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000052.png,2,4,4.0,0.75
53,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000053.png,2,4,4.0,0.75
54,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000054.png,2,4,4.0,0.75
55,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000055.png,2,4,4.0,0.75
56,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000056.png,2,4,4.0,0.75
57,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000057.png,2,4,4.0,0.75
58,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000058.png,2,5,5.0,0.75
59,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000059.png,2,3,3.0,0.75
60,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000060.png,2,5,5.0,0.75
61,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000061.png,2,4,4.0,0.75
62,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000062.png,2,4,4.0,0.75
63,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000063.png,2,4,4.0,0.75
64,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000064.png,2,4,4.0,0.75
65,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000065.png,2,4,4.0,0.75
66,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000066.png,2,4,4.0,0.75
67,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000067.png,2,5,5.0,0.75
68,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000068.png,2,4,4.0,0.75
69,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000069.png,2,4,4.0,0.75
70,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000070.png,2,4,4.0,0.75
71,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000071.png,2,4,4.0,0.75
72,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000072.png,2,7,7.0,0.75
73,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000073.png,2,4,4.0,0.75
74,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000074.png,2,4,4.0,0.75
75,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000075.png,2,5,5.0,0.75
76,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000076.png,2,2,2.0,0.75
77,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000077.png,2,4,4.0,0.75
78,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000078.png,2,4,4.0,0.75
79,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000079.png,2,4,4.0,0.75
80,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000080.png,2,4,4.0,0.75
81,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000081.png,2,4,4.0,0.75
82,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000082.png,2,0,0.0,0.75
83,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000083.png,2,1,1.0,0.75
84,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000084.png,2,5,5.0,0.75
85,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000085.png,2,4,4.0,0.75
86,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000086.png,2,5,5.0,0.75
87,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000087.png,2,4,4.0,0.75
88,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000088.png,2,4,4.0,0.75
89,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000089.png,2,4,4.0,0.75
90,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000090.png,2,5,5.0,0.75
91,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000091.png,2,3,3.0,0.75
92,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000092.png,2,7,7.0,0.75
93,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000093.png,2,4,4.0,0.75
94,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000094.png,2,4,4.0,0.75
95,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000095.png,2,2,2.0,0.75
96,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000096.png,2,3,3.0,0.75
97,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000097.png,2,4,4.0,0.75
98,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000098.png,2,4,4.0,0.75
99,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000099.png,2,6,6.0,0.75
100,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000100.png,2,4,4.0,0.75
101,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000101.png,2,4,4.0,0.75
102,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000102.png,2,4,4.0,0.75
103,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000103.png,2,4,4.0,0.75
104,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000104.png,2,4,4.0,0.75
105,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000105.png,2,4,4.0,0.75
106,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000106.png,2,4,4.0,0.75
107,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000107.png,2,4,4.0,0.75
108,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000108.png,2,4,4.0,0.75
109,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000109.png,2,4,4.0,0.75
110,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000110.png,2,4,4.0,0.75
111,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000111.png,2,4,4.0,0.75
112,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000112.png,2,0,0.0,0.75
113,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000113.png,2,4,4.0,0.75
114,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000114.png,2,4,4.0,0.75
115,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000115.png,2,3,3.0,0.75
116,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000116.png,2,4,4.0,0.75
117,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000117.png,2,5,5.0,0.75
118,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000118.png,2,4,4.0,0.75
119,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000119.png,2,4,4.0,0.75
120,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000120.png,2,4,4.0,0.75
121,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000121.png,2,4,4.0,0.75
122,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000122.png,2,4,4.0,0.75
123,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000123.png,2,4,4.0,0.75
124,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000124.png,2,4,4.0,0.75
125,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000125.png,2,4,4.0,0.75
126,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000126.png,2,4,4.0,0.75
127,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000127.png,2,4,4.0,0.75
128,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000128.png,2,4,4.0,0.75
129,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000129.png,2,4,4.0,0.75
130,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000130.png,2,4,4.0,0.75
131,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000131.png,2,4,4.0,0.75
132,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000132.png,2,4,4.0,0.75
133,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000133.png,2,4,4.0,0.75
134,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000134.png,2,4,4.0,0.75
135,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000135.png,2,4,4.0,0.75
136,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000136.png,2,4,4.0,0.75
137,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000137.png,2,4,4.0,0.75
138,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000138.png,2,4,4.0,0.75
139,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000139.png,2,4,4.0,0.75
140,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000140.png,2,4,4.0,0.75
141,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000141.png,2,2,2.0,0.75
142,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000142.png,2,4,4.0,0.75
143,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000143.png,2,4,4.0,0.75
144,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000144.png,2,4,4.0,0.75
145,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000145.png,2,4,4.0,0.75
146,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000146.png,2,4,4.0,0.75
147,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000147.png,2,4,4.0,0.75
148,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000148.png,2,4,4.0,0.75
149,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000149.png,2,4,4.0,0.75
150,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000150.png,2,7,7.0,0.75
151,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000151.png,2,5,5.0,0.75
152,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000152.png,2,4,4.0,0.75
153,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000153.png,2,4,4.0,0.75
154,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000154.png,2,2,2.0,0.75
155,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000155.png,2,4,4.0,0.75
156,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000156.png,2,4,4.0,0.75
157,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000157.png,2,4,4.0,0.75
158,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000158.png,2,5,5.0,0.75
159,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000159.png,2,4,4.0,0.75
160,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000160.png,2,4,4.0,0.75
161,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000161.png,2,4,4.0,0.75
162,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000162.png,2,4,4.0,0.75
163,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000163.png,2,4,4.0,0.75
164,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000164.png,2,4,4.0,0.75
165,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000165.png,2,4,4.0,0.75
166,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000166.png,2,4,4.0,0.75
167,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000167.png,2,5,5.0,0.75
168,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000168.png,2,7,7.0,0.75
169,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000169.png,2,4,4.0,0.75
170,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000170.png,2,3,3.0,0.75
171,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000171.png,2,6,6.0,0.75
172,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000172.png,2,4,4.0,0.75
173,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000173.png,2,4,4.0,0.75
174,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000174.png,2,3,3.0,0.75
175,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000175.png,2,4,4.0,0.75
176,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000176.png,2,4,4.0,0.75
177,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000177.png,2,4,4.0,0.75
178,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000178.png,2,3,3.0,0.75
179,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000179.png,2,4,4.0,0.75
180,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000180.png,2,0,0.0,0.75
181,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000181.png,2,4,4.0,0.75
182,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000182.png,2,4,4.0,0.75
183,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000183.png,2,4,4.0,0.75
184,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000184.png,2,4,4.0,0.75
185,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000185.png,2,4,4.0,0.75
186,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000186.png,2,4,4.0,0.75
187,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000187.png,2,6,6.0,0.75
188,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000188.png,2,4,4.0,0.75
189,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000189.png,2,1,1.0,0.75
190,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000190.png,2,4,4.0,0.75
191,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000191.png,2,2,2.0,0.75
192,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000192.png,2,4,4.0,0.75
193,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000193.png,2,4,4.0,0.75
194,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000194.png,2,4,4.0,0.75
195,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000195.png,2,4,4.0,0.75
196,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000196.png,2,6,6.0,0.75
197,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000197.png,2,4,4.0,0.75
198,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000198.png,2,3,3.0,0.75
199,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000199.png,2,4,4.0,0.75
200,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000200.png,2,4,4.0,0.75
201,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000201.png,2,4,4.0,0.75
202,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000202.png,2,4,4.0,0.75
203,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000203.png,2,4,4.0,0.75
204,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000204.png,2,4,4.0,0.75
205,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000205.png,2,5,5.0,0.75
206,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000206.png,2,4,4.0,0.75
207,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000207.png,2,4,4.0,0.75
208,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000208.png,2,4,4.0,0.75
209,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000209.png,2,5,5.0,0.75
210,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000210.png,2,3,3.0,0.75
211,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000211.png,2,4,4.0,0.75
212,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000212.png,2,4,4.0,0.75
213,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000213.png,2,1,1.0,0.75
214,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000214.png,2,4,4.0,0.75
215,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000215.png,2,2,2.0,0.75
216,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000216.png,2,2,2.0,0.75
217,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000217.png,2,1,1.0,0.75
218,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000218.png,2,4,4.0,0.75
219,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000219.png,2,3,3.0,0.75
220,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000220.png,2,2,2.0,0.75
221,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000221.png,2,4,4.0,0.75
222,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000222.png,2,4,4.0,0.75
223,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000223.png,2,4,4.0,0.75
224,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000224.png,2,4,4.0,0.75
225,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000225.png,2,5,5.0,0.75
226,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000226.png,2,4,4.0,0.75
227,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000227.png,2,1,1.0,0.75
228,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000228.png,2,4,4.0,0.75
229,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000229.png,2,4,4.0,0.75
230,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000230.png,2,4,4.0,0.75
231,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000231.png,2,4,4.0,0.75
232,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000232.png,2,4,4.0,0.75
233,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000233.png,2,4,4.0,0.75
234,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000234.png,2,4,4.0,0.75
235,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000235.png,2,4,4.0,0.75
236,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000236.png,2,4,4.0,0.75
237,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000237.png,2,4,4.0,0.75
238,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000238.png,2,6,6.0,0.75
239,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000239.png,2,4,4.0,0.75
240,facebase/data/Adience_256x256_resnet50_imagenet_noisy_dldl_v2/images/img0000240.png,2,4,4.0,0.75
